repo_name,watch,fork,star
idlesign/django-sitemessage,9,6,41
osresearch/heads,61,94,851
yargs/yargs-parser,4,65,261
padurean/padurean.github.io,1,0,0
JessYanCoding/AndroidAutoSize,180,1355,9473
ohadschn/letsencrypt-webapp-renewer,18,47,250
Beats0/Beats0.github.io,2,4,16
wikimedia/mediawiki-extensions-MultiMaps,5,1,0
theJollySin/mazelib,10,22,73
DataDog/java-dogstatsd-client,67,69,118
lavakyan/mstm-spectrum,1,1,4
GNOME/tali,4,6,2
mondalaci/dxf2svg2kicad,6,18,73
jenkinsci/mesos-plugin,157,170,289
IJHack/QtPass,48,120,671
joosthoeks/jhTAlib,20,26,97
sanjeevkpandit/sanjeevkpandit.github.io,1,1,0
tyrone-sudeium/aethebot,3,5,3
cosname/cosx.org,52,168,153
alerta/python-alerta-client,6,23,15
jungomi/dotfiles,1,0,0
brucellino/blog,1,0,0
keberwein/keberwein.github.io,1,0,0
saintleva/limited-apt,0,0,2
ethomson/jagged,8,25,80
ryuzakyl/curriculum-vitae,1,0,0
rm3l/now4j,2,1,2
maxmind/MaxMind-DB-Reader-dotnet,18,21,62
socrata-platform/geo-export,26,0,0
a-slide/pycoQC,3,16,83
ichylinux/bookmarks,1,0,0
nhhagen/.dotfiles,1,1,4
mokies/ratelimitj,20,60,290
FredLackey/dotfiles,1,0,0
PaperCutSoftware/PaperCutExamples,45,13,37
julianjupiter/julianjupiter.github.io,1,0,0
biluohc/fht2p,1,4,19
billthefarmer/editor,14,35,110
sitn/crdppf,5,5,3
SethMMorton/natsort,12,26,348
CellProfiling/cam_acq,7,0,3
emasab/shelltile,12,28,445
epfl-lts2/pyunlocbox,15,20,74
design-first/design-first.github.io,1,0,3
chishm/nitrohax,3,25,21
ejball/XmlDocMarkdown,4,9,12
OneCDOnly/sherpa,3,7,34
zce/dashboard,28,107,428
xing/hops,20,34,144
balazs630/Bad-Jokes,1,1,1
fronzbot/fronzbot.github.io,1,1,0
CarletonComputerScienceSociety/carletoncomputersciencesociety.github.io,5,4,3
vlovgr/ciris,7,29,282
agile-alliance-brazil/identity,3,0,0
Texiwill/aac-lib,11,12,34
eggcaker/spacemacs-layers,1,1,3
ankane/pghero,85,270,5199
mad4j/book-mdpc,4,6,49
suever/MATL-Online,1,3,4
JuliaSmoothOptimizers/CUTEst.jl,5,13,12
mpalourdio/SpringBootTemplate,2,3,3
okutani-t/javascript-code,1,1,1
4575252/4575252.github.io,1,0,0
gotev/android-upload-service,105,601,2264
yewang/besogo,5,7,30
joefutrelle/pyifcb,2,1,1
nfnty/pkgbuilds,1,9,12
rwesson/ALFA,4,2,6
clerkio/clerk-woocommerce,3,2,0
xprilion/xprilion.github.io,1,0,1
CCDirectLink/CCLoader,6,5,7
Jean-Romain/rlas,5,9,20
NIPOSoftware/Nfield.Quota,2,0,2
lvh/caesium,7,17,106
manosim/gitify,44,187,2730
genouest/biomaj-download,2,3,1
BZFlag-Dev/bzflag.org,9,5,5
makingspace/NetworkingServiceKit,6,0,18
X-Illuminati/glyphinator,0,2,4
ruby-amqp/march_hare,5,42,94
montrealjug/montrealjug.github.io,4,3,0
stevensona/shader-toy,16,28,274
wikimedia/mediawiki-extensions-OpenID,4,7,3
blueimp/jQuery-File-Upload,1702,8119,30596
nanoporetech/pomoxis,28,14,51
nebula-plugins/nebula-dependency-recommender-plugin,23,29,63
kdeldycke/meta-package-manager,8,13,63
mlperf/mobile_app,16,12,6
blay09/CraftingTweaks,4,9,17
inthehand/InTheHand.Forms,13,21,64
raml-org/raml-dotnet-parser,15,14,23
InsightSoftwareConsortium/ITKTextureFeatures,14,12,12
Dhaimil/Dhaimil.github.io,1,0,0
mosdef-hub/foyer,21,49,40
GEOSwift/GEOSwift,43,137,1170
pkny/pkny.github.io,1,0,0
voho/web,2,1,5
EasyPost/easypost-csharp,47,60,30
ratsounds/saomddc,8,13,18
luvit/lit,16,38,152
GeraldWodni/theforth.net,5,3,10
grumpfou/RFigure,1,3,0
kbarnes3/AeonsEnd,2,1,0
tumido/malenovska,1,0,0
digarok/flapple,4,2,34
vishnucss/vishnu,3,1,6
AdaskoTheBeAsT/netcoretypewriterrecipes,2,0,1
finmath/finmath-experiments,7,9,6
basementuniverse/tily,1,1,1
databricks/spark-xml,41,157,290
datacite/homepage,6,2,1
PHLAK/Twine,14,22,479
jenkins-infra/plugin-site,5,17,5
bvbunnik/laravel-recipes,1,0,2
trichter/yam,4,8,10
OCA/business-requirement,37,102,39
DavidYangYong/BigDataExcelExport,2,2,1
GoogleCloudPlatform/cpp-samples,34,71,82
amoerie/teamcity-theatre,9,30,54
open-synergy/opnsynid-purchase-workflow,2,6,1
AKingDebased/akingdebased.github.io,1,0,0
vinitkumar/white-paper,5,147,179
Lucterios2/documents,3,2,0
dajva/rg.el,5,18,182
GoogleCloudPlatform/google-fluentd,74,31,105
morion4000/molamp,1,0,1
marcolago/flowtime.js,87,231,1292
mapbender/data-source,24,2,1
EngoEngine/engo,46,97,1184
albinohrn/envision,1,0,0
linux-man/backstage,1,0,1
sitevision/envision,15,11,6
Tookmund/Swapspace,5,4,20
bxnkole/bxnkole.github.io,0,0,0
GoogleCloudPlatform/wsi-to-dicom-converter,11,1,10
avasquez614/docs,1,0,0
IntershopCommunicationsAG/jiraconnector-gradle-plugin,3,1,3
sejgit/dotfiles,2,2,1
JSkimming/Castle.Core.AsyncInterceptor,8,15,107
timcera/hspfbintoolbox,1,0,1
spgill/python-spgill,1,0,0
craftercms/docs,5,27,2
innogames/igcollect,16,16,11
lxde/lxterminal,16,32,74
deurk/qwfwd,7,7,8
RehanSaeed/Serilog.Exceptions,12,27,194
sillsdev/ci-builder-scripts,7,3,3
Kaggle/docker-python,77,589,1233
fable-compiler/fable-react,14,58,170
unprofession-al/bpmon,1,2,4
PuRonglong/PuRonglong.github.io,1,0,0
kahing/catfs,14,23,290
steffengy/schannel-rs,3,25,19
rlisle/Patriot,6,7,22
Patrick-Vogt/bookery,2,4,20
ibrahimpenekli/GameToolkit-Localization,6,9,46
go-telegram-bot-api/telegram-bot-api,63,344,2000
Angular2Guy/Angular2AndJavaEE,26,29,75
Countly/countly-sdk-js,15,50,66
cjekel/piecewise_linear_fit_py,8,24,91
LBAB-Humboldt/biomodelos_db_api,10,0,0
bananu7/Arduino,1,0,1
nebula-plugins/nebula-test,22,18,39
xaksis/vue-good-table,34,261,1277
smartift/smartift-www,1,1,0
WormieCorp/Localization.AspNetCore.TagHelpers,2,8,13
luckyframework/lucky,45,91,1662
jhermann/rituals,1,3,23
TypiCMS/Base,68,215,835
curtisj44/HTML-Lint,3,4,14
vatbub/hangman-solver,3,0,1
moment/momentjs.com,25,752,547
elementary/stylesheet,27,57,208
socketio/engine.io,253,532,3970
DemetraDanae/toxFlow,1,2,2
keboola/php-db-import,7,1,4
webkom/vote,12,7,23
gwinn/deploy,1,1,5
jitlogic/zico,2,1,0
tarampampam/mikrotik-hosts-parser,10,37,95
dgraph-io/hugo-dgraph-theme,12,9,17
dalihub/dali-demo,13,3,5
janestreet/incr_dom,22,20,260
jmecsoftware/sonar-fsharp-plugin,3,10,18
ZeusWPI/Haldis,8,6,9
aquasecurity/kube-bench,76,390,2456
CSharles/dark-moonside,1,0,0
mikaoj/BSImagePicker,27,302,1064
innoveit/react-native-ble-manager,31,400,960
winterstein/elasticsearch-java-client,2,2,5
sass/sass-site,32,156,205
tjeb/Mailbox-Alert,3,5,12
git-hulk/tcpkit,27,56,376
tonyfischetti/sake,8,8,249
gemvein/paid_up,2,0,2
LernMoment/LernMoment.de,4,1,1
OpenPTV/postptv,5,10,5
jenkinsci/testcomplete-plugin,126,10,1
robisim74/angular-l10n,24,55,324
ev3dev/vscode-ev3dev-browser,6,3,22
terrytangyuan/terrytangyuan.github.com,2,4,8
oar-team/kameleon,22,1,11
aimeex3/spark-js-sdk,1,0,0
penguinhackers/hackysu.com,2,2,4
lexml/lexml-parser-projeto-lei-ws,9,0,0
dennmart/echo_for_trello,4,4,15
thebrightspark/StructuralRelocation,1,1,3
rlisowski/dotfiles,1,2,3
feragusper/BuenosAiresAntesYDespues,1,1,4
neva-dev/felix-search-webconsole-plugin,9,17,76
mcgratta/macfp-db,1,0,0
alexwlchan/alexwlchan.net,1,9,25
olafurpg/metaconfig,2,9,15
deater/linux_logo,13,25,91
waitingsong/node-win32-api,7,20,138
hgourvest/node-firebird,34,79,157
Rudloff/alltube,46,215,1076
rubyist-connect/rubyist-connect,17,32,18
allo-/django-bingo,3,3,0
clickthisnick/clickthisnick.github.io,0,0,0
pivotal-cf/spring-cloud-services-connector,76,30,24
chrovis/varity,10,1,0
phtan/phtan.github.io,1,0,0
edison7500/dugong,1,0,4
joaotavora/eglot,37,75,749
tonight-halfmoon/shabang,1,0,0
paul-ka/crayssac,1,0,0
wojtekmaj/react-pdf,43,292,2691
Martinsos/edlib,22,90,225
ojraqueno/vstemplates,1,0,0
martincostello/api,2,0,2
mwegman/spark-js-sdk,1,0,0
nash-md/twilio-contact-center,30,103,139
phetsims/isotopes-and-atomic-mass,19,0,2
jazzband/django-axes,32,228,701
cjbarker/cjbarker.com,1,0,0
JJGO/dotfiles,2,3,16
Andree2/SomeNotes,2,0,0
ArthurGareginyan/anarcho-notepad,2,1,4
JoseAntonioLpz/PruebasYCodigoUtil,0,0,1
games647/FastLogin,15,46,149
AuthMe/FastLogin,8,2,5
Bernardo-MG/docs-bootstrap-template,2,2,2
code4sac/codeforsacramento.org,12,17,14
treasure-data/embulk-input-zendesk,78,10,5
dncuug/X.PagedList,50,157,563
flybotix/highfrequencyrobots,1,1,2
dictoss/proto,1,0,0
Aaronontheweb/Akka.Persistence.MongoDB,1,0,0
nerves-project/boardid,1,2,5
akkadotnet/Akka.Persistence.MongoDB,14,29,24
kriswallsmith/Buzz,59,247,1789
akashic-games/akashic-sandbox,19,1,5
yeo/betterdev.link,4,7,80
bensheldon/panlexicon-rails,1,3,6
mkorpela/pabot,39,91,275
mycpuorg/mycpuorg.github.io,1,0,0
wikimedia/mediawiki-extensions-ConfirmEdit,4,11,10
spotify/annoy,330,745,6756
opencobra/COBRA.jl,13,25,40
fmidev/smartmet-server,9,8,26
QualitySolution/GammaBinding,7,1,0
xyxiao001/vue-cropper,33,436,2125
delton137/delton137.github.io,1,0,0
czytelny/backlog,17,66,364
AnatolyUss/nmig,15,34,211
guofei9987/guofei9987.github.io,2,6,5
quicky2000/lib_gif,1,0,3
magical/tws2json,1,1,3
lijunzh/resume,1,0,0
tashidolma-hinz/silbenschmiede,1,0,0
django-dbbackup/django-dbbackup,17,134,318
tilltue/TLPhotoPicker,40,216,1619
Wohlstand/FoxyBot,6,0,1
GoogleCloudPlatform/node-red-contrib-google-cloud,10,23,42
krokedil/klarna-payments-for-woocommerce,8,4,3
onedata/cluster-manager,4,1,0
appdevdesigns/opstool-process-reports,5,1,0
lpantano/DEGreport,4,7,9
googlesamples/glass-enterprise-samples,12,12,33
jmartin82/mmock,12,53,465
ProseMirror/website,15,73,85
junzis/pyModeS,31,85,215
ashishb/dotfiles,2,14,55
xapple/plumbing,2,3,5
shawnfeng/roc,3,10,4
sbsdev/catalog,1,1,0
trayio/threadneedle,19,3,14
infinitered/solidarity,13,39,463
Restofire/Restofire,9,26,375
wdullaer/raml2html-slate-theme,3,19,13
kenwheeler/cash,86,211,4599
rantes/DumboPHP,2,0,6
JetBrains/intellij-sdk-docs,53,551,736
brianvoe/slim-select,12,65,334
feenkcom/gtoolkit,16,10,159
codedread/bitjs,4,3,25
jamesgol/woocommerce-cart-stock-reducer,7,15,46
koudaiii/event-site,1,0,0
Permafrost/TundraTN,7,1,9
druids/django-chamber,2,12,8
phaazon/phaazon.net,1,0,4
zorrodong/zorrodong.github.io,1,0,0
akrherz/pyWWA,5,1,10
whyflyru/django-seo,1,18,19
rarescosma/env.dotfiles,1,0,1
Jomelo/LCDMenuLib2,13,27,132
Excel-DNA/Samples,14,52,51
shubhammalik06/Shubhammalik06.github.io,1,0,0
illuspas/Node-Media-Server,146,621,2468
signicode/scramjet,6,10,114
KDE/ktnef,2,1,3
cglez/matest,1,0,0
TheBusyBiscuit/CS-CoreLib,11,55,21
NeuroWhAI/EarthquakeTalker,1,0,1
hiroakit/profile,1,0,0
xcv58/Tab-Manager-v2,4,3,64
apocas/dockerode,64,358,2623
wheresrhys/fetch-mock,11,137,990
GabrieleRovigatti/prodest,5,12,15
takayasaito/prcbench,1,0,4
cordova-plugin-camera-preview/cordova-plugin-camera-preview,39,457,490
tsugitools/peer-grade,1,4,5
agersant/polaris-android,4,4,8
JackDougherty/bikemapcode,2,3,4
pieroproietti/penguins-eggs,1,3,0
projectcalico/calico,88,460,1657
nedbrek/TrueAtlanteans,3,3,8
abrichards5/ABRUnixScripts,1,0,0
Invoca/aggregate,41,1,1
viciious/go-tarantool,6,6,23
QoboLtd/project-template-wordpress,15,9,15
kmvan/x-prober,16,144,750
ryanelian/instapack,4,9,120
puppetlabs-seteam/control-repo,11,34,4
asweigart/pyautogui,144,514,3613
dokun1/Lumina,35,77,726
inspirehep/invenio-accounts,1,0,0
gkralik/php7-sapnwrfc,11,26,46
grahamgilbert/Crypt-Server,22,37,80
markzz/php-alpm,2,0,4
mnlipp/jgrapes-osgi,1,0,0
ingshtrom/dotfiles,1,0,1
hachi-eiji/sandbox-todo-app,1,1,1
brilliang/blogs,1,0,1
rickytux/old_best_ball,0,0,0
kellysc2013/dicas_sql_jquery,2,3,7
crista/exercises-in-programming-style,85,377,1613
nisoto/nisoto.github.io,1,0,0
TamuGeoInnovation/Tamu.GeoInnovation.Common.Core.Web,8,0,1
swrobel/meta-surf-forecast,28,36,135
Shazwazza/UmbracoIdentity,16,47,87
CommunityHoneyNetwork/CHN-Server,9,8,21
eggswift/ESTabBarController,86,461,4106
GoogleCloudPlatform/dlp-dataflow-deidentification,10,13,31
davedoesdev/python-jwt,9,23,167
gfw-api/gfw-area,4,2,1
nivinjoseph/n-app,1,0,0
Falseclock/dbd-php,2,4,8
FRidh/seapy,1,0,6
GitTools/GitReleaseManager,10,16,143
d-Rickyy-b/MGGVertretungsplan,2,0,1
ingadhoc/product,16,58,23
restforce/restforce,35,298,620
qlik-oss/enigma.js,52,59,159
dajo/dajo.github.io,0,0,0
Novactive/NovaeZSEOBundle,29,46,24
richelbilderbeek/Maziak,1,0,2
biocore/microprot,9,6,0
meefik/linuxdeploy,204,445,2772
pjialin/py12306,327,2974,11151
mongodb-haskell/mongodb,5,34,119
cloudfoundry-incubator/bits-service-release,13,10,6
steveblue/angular2-rollup,10,20,123
dr4fters/dr4ft,7,25,33
aburgh/Disk-Arbitrator,38,53,465
phusion/passenger_rpm_automation,9,6,17
cloudfoundry-community/logsearch-boshrelease,50,52,42
Synthoid/ExportSheetData,17,28,122
algolia/places,121,227,4972
sciooga/v2ex-plus,13,38,397
pluginsGLPI/fields,16,42,47
jolars/eulerr,3,12,65
juliema/aTRAM,5,8,21
peregin/gps-overlay-on-video,22,24,104
jvalen/pixel-art-react,53,118,2211
Renbaozhan/jsonew,1,0,0
theforeman/foreman_salt,15,38,66
virtualdreams/notes-core,1,0,0
kaiewiggins/kaiewiggins.github.io,1,0,0
Mapotempo/geocoder-api,9,5,3
danrevah/ngx-pipes,36,131,1112
phvogt/Oe1Downloader,2,0,0
trentb/trentb.github.io,1,0,0
codeforsanjose/renters-rights,14,9,12
amueller/word_cloud,222,1819,6827
GNOME/gnome-clocks,5,8,11
XesignSoftware/XeZrunner.UI,2,0,3
jenkinsci/saml-plugin,128,78,41
karlstav/cava,44,120,1557
gkontoudis/gkontoudis.github.io,1,1,0
creditornot/wolt-web-common,34,0,0
axelheer/nein-math,3,3,8
stdio2016/shapeclear-html,1,0,2
ip-num/ip-num,3,3,45
AlexWayfer/flame,4,5,31
mktiede/GetContours,1,2,1
SebastienElet/dotfiles,1,5,10
