repo_name,watch,fork,star
electronicarts/EASTL,264,530,4517
camunda/camunda-bpm-webapp,33,118,97
wongsyrone/packages-1,2,1,1
elastic/examples,427,953,1993
azkaban/azkaban,261,1276,3096
stintel/openwrt-packages,1,0,1
mhei/packages,2,0,0
hnyman/packages,1,2,2
lucize/packages,1,0,2
nlmixrdevelopment/nlmixr,18,29,57
pprindeville/packages,1,0,0
artynet/openwrt-packages,1,0,0
SvenRoederer/openwrt-packages,1,0,0
nxhack/packages,1,0,0
jefferyto/packages,1,0,0
jszakmeister/old-packages,2,0,0
Noltari/openwrt-packages,6,1,2
openwrt/packages,195,2021,2309
jszakmeister/packages,1,0,0
wvdakker/packages,0,0,0
tru7/packages,1,0,0
luizluca/openwrt-packages,1,1,1
commodo/packages,1,4,0
fededim/packages,1,0,0
googleprojectzero/sandbox-attacksurface-analysis-tools,102,264,1022
wikimedia/parsoid,20,40,90
akarnokd/open-ig,28,39,149
gpotter2/scapy,1,3,0
saasquatch/saasquatch-docs,13,9,7
CDE-UNIBE/qcat,10,2,4
matrix-org/matrix-react-sdk,37,279,388
GridProtectionAlliance/openPDC,41,42,70
axlecrusher/hgengine3,1,1,2
videolan/dav1d,15,16,102
mozilla/kitsune,195,578,590
koka-lang/madoko,19,24,239
carltape/compearth,11,17,25
yevhenmazur/mapper,3,0,0
sikmir/mapper,1,0,0
OpenOrienteering/mapper,45,71,203
c2mon/c2mon,19,12,47
agarny/opencor,2,1,0
opencor/opencor,7,16,21
wavesplatform/Waves,199,357,1028
KC3Kai/KC3Kai,69,157,366
DynamicSTOP/KC3Kai,1,0,0
reedy/AutoWikiBrowser,7,11,12
subclipse/subclipse,47,93,397
gocodebox/lifterlms,15,89,84
DemocracyClub/yournextrepresentative,8,21,15
envoyproxy/envoy,568,2132,12644
lin-d-hop/openfoodnetwork,1,0,0
mkllnk/openfoodnetwork,1,0,0
openfoodfoundation/openfoodnetwork,56,337,507
michaelrsweet/htmldoc,16,21,71
yuki24/force,1,0,0
eessex/force,1,0,0
damassi/force,0,0,0
artsy/force,51,109,362
GorgonMeducer/Generic_MCU_Software_Infrastructure,17,43,82
sahirbhatnagar/sahirbhatnagar.github.io,1,0,0
atlasapi/atlas-deer,14,4,2
MonaSolutions/MonaServer2,19,12,72
HladikBox/Website,1,0,0
CroceRossaItaliana/jorvik,16,17,17
COMBINE-lab/pufferfish,8,10,44
forkcms/forkcms,58,280,1087
carldai0106/aspnetboilerplate,0,1,0
android/android-test,80,150,687
concord-consortium/codap,20,26,49
SlySven/Mudlet,1,1,2
google/earthengine-api,157,491,959
bstarynk/bismon,6,2,22
google/j2cl,64,77,676
Sabayon/entropy,7,19,31
joeyAghion/force,1,0,0
StegSchreck/RatS,12,27,119
cofoundry-cms/cofoundry,53,89,501
garvankeeley/firefox-ios,1,0,0
anandaroop/force,1,0,0
izakp/force,0,0,0
wegtam/playframework,2,0,0
playframework/playframework,727,3878,11561
vitmalina/w2ui,191,607,1777
mozilla-mobile/firefox-ios,448,2184,9248
mikewongtkd/freescoretkd,4,1,3
k9mail/k-9,352,2082,4867
itaygot/Graphics,1,0,0
jodogne/OrthancMirror,1,7,5
vadi2/Mudlet,1,1,1
keneanung/Mudlet-1,1,0,2
Mudlet/Mudlet,26,126,316
greenrobotllc/adserver,23,33,97
ELENA-LANG/elena-lang,9,10,97
Radiomics/pyradiomics,46,196,386
softindex/datakernel,16,13,77
kiddinn/plaso,0,0,0
pmem/redis,17,27,40
centminmod/centminmod,62,130,456
li-ang/etcd,1,0,0
H-uru/libhsplasma,12,20,21
FrozenPigs/Taigabot,2,2,9
ferbar/ethersex,1,0,0
spritejs/spritejs,93,222,3584
r03ert0/microdraw,11,36,21
boldtrn/graphhopper,1,0,0
JRabsonJr/fonsa,0,0,0
neuroanatomy/microdraw,3,4,12
googleapis/nodejs-automl,15,21,58
log2timeline/plaso,94,215,908
Aptoide/aptoide-client-v8,28,47,131
joachimmetz/plaso,2,0,3
gyuho/etcd,1,0,0
etcd-io/etcd,1339,6283,30249
Onager/plaso,1,0,0
GNOME/gnome-shell,50,117,443
bosik/diacomp,2,2,4
YaleDHLab/lab-workshops,18,54,89
kburtch/SparForte,7,6,40
aws/amazon-ecs-agent,186,447,1638
alerque/sile,1,0,0
ome/presentations,8,20,0
ganeshmurthy/qpid-dispatch,0,1,0
apache/qpid-dispatch,20,59,39
ted-ross/qpid-dispatch,1,0,0
espruino/EspruinoWebIDE,36,119,271
NinetailLabs/NeuroLinker,1,1,0
unobtanium-official/Unobtanium,14,31,18
chrislit/abydos,3,12,61
mryndzionek/esm,3,1,6
MyCATApache/Mycat-Server,710,3631,7797
MDAnalysis/mdanalysis,40,236,422
wcaarls/grl,3,5,4
PKRoma/redis,0,0,1
cpmech/gosl,68,120,1409
cmshobe/landlab,2,1,0
mltframework/mlt,73,168,627
manzilzaheer/CoverTree,9,18,66
SanPen/GridCal,21,44,146
programmfabrik/coffeescript-ui,8,2,10
laszewski/laszewski.github.io,2,0,0
soloestoy/redis,1,1,0
StraboSpot/strabo-mobile,9,6,13
JacquesCarette/Drasil,11,5,54
Mokolea/atom,1,0,0
PKRoma/atom,0,0,0
atom/atom,2470,14275,51513
JackieXie168/redis,1,0,1
antirez/redis,2765,16372,41872
tkas/osmose-backend,1,0,0
osm-fr/osmose-backend,16,55,44
frodrigo/osmose-backend,2,0,1
pinterest/teletraan,60,229,1689
Transkribus/TranskribusSwtGui,11,6,15
businesscode/BCD-UI,1,2,0
SerDIDG/MagpieUI,3,1,4
CalderaWP/Caldera-Forms,25,142,154
SatelliteQE/robottelo,30,87,40
ossrs/srs,641,2805,7816
onebeartoe/electronics,1,6,3
concord-consortium/rigse,17,10,7
devemux86/graphhopper,1,0,0
chromium/crashpad,18,49,121
volkanceylan/Serenity,237,635,1888
routexl/graphhopper,1,0,0
sathnaga/avocado-vt,1,0,0
graphhopper/graphhopper,163,965,2548
premium-minds/billy,10,15,24
King-Drake/Liberal-Crime-Squad,10,9,30
phaustin/pyman,1,1,1
avocado-framework/avocado-vt,35,181,42
fabioz/PyDev.Debugger,17,64,234
ntbrewer/DAQ_1,2,1,2
landlab/landlab,25,183,174
diennea/herddb,17,22,125
gravitational/teleport,229,594,7930
jdye64/nifi-minifi-cpp,1,0,2
openflexo-team/diana,20,0,1
electron/electron,2812,10954,81563
Datical/liquibase,19,4,2
ErisDS/Ghost,6,4,21
schieb/angr,1,0,0
wix/wix-style-react,290,159,645
keeps/db-visualization-toolkit,8,3,11
Numkil/KunstmaanBundlesCMS,2,0,0
KDE/tellico,3,4,14
Kunstmaan/KunstmaanBundlesCMS,43,189,325
oxosolutions/aione,10,3,6
RickShahid/SkyMedia,1,3,8
ryancyq/aspnetboilerplate,1,1,0
hnyman/luci,9,9,10
aspnetboilerplate/aspnetboilerplate,819,3053,8140
openwrt/luci,221,1268,2484
sumocoders/forkcms,7,4,6
ernanisp/Zeus.Net.NFe.NFCe,1,0,1
apache/incubator-superset,1252,5750,28214
carakas/forkcms,1,0,0
angr/angr,199,693,4114
league1991/CodeAtlasVsix,14,14,85
centreon/centreon-engine,26,18,34
ymcatwincities/openy,20,93,41
PhantomBot/PhantomBot,50,257,432
kolesnikoff/openy,8,0,3
tautcony/tautcony.github.io,1,0,1
danilovalente/spring-richclient,1,1,1
pbek/QOwnNotes,76,185,1439
kevinansfield/Ghost,4,0,0
ktams/CV-Navi,2,0,0
GPUOpen-Drivers/xgl,35,29,122
nickbattle/vdmj,6,7,7
davidvossel/kubevirt,0,0,0
bubeck/SkyDrop,1,0,0
conan-io/conan,127,495,3674
aschnell/yast-storage-ng,0,0,0
thespacedoctor/sherlock,6,5,6
NeoGeographyToolkit/StereoPipeline,47,127,226
juzzlin/DustRacing2D,16,46,155
oleg-alexandrov/StereoPipeline,1,1,0
kubevirt/kubevirt,93,392,1755
winlinvip/srs,78,209,555
CatoTH/antragsgruen,7,15,42
openflexo-team/gina,20,0,1
forkbong/qutebrowser,1,0,0
qutebrowser/qutebrowser,175,714,5262
hmrc/iht-frontend,27,3,1
all-of-us/workbench,13,5,15
ScriptTiger/scripttiger.github.io,1,0,2
superdesk/superdesk-core,22,64,25
GemsTracker/gemstracker-library,6,2,4
sebasbaumh/portfolio,1,0,0
rsling/cow,2,0,1
ONSdigital/florence,22,2,3
masatake/ctags,1,0,1
ideaconsult/jToxKit,4,2,1
buchen/portfolio,58,187,667
IssabelFoundation/framework,5,12,9
wurstscript/WurstScript,18,27,194
airslie/renalware-core,5,2,4
iotile/coretools,13,7,10
Opifer/Cms,4,12,13
TryGhost/Ghost,1127,7194,33098
UniTime/cpsolver,6,33,34
saulhardman/autotyper,0,0,4
secdev/scapy,183,1153,5027
reeze/reeze.cn,1,0,1
open-power/skiboot,32,112,81
easyw/kicad-3d-models-in-freecad,26,63,90
qemu/skiboot,5,6,3
pragmaware/ctags,1,0,0
sjp/Schematic,2,0,1
gchq/Gaffer,153,326,1574
fhorinek/SkyDrop,22,35,54
universal-ctags/ctags,104,365,3538
fent/node-ytdl-core,56,231,1434
yast/yast-storage-ng,20,17,7
nx111/oscam,12,41,34
lairdubois/lairdubois,12,19,158
Picturepark/Picturepark.SDK.DotNet,11,4,10
PSUmodeling/MM-PIHM,2,4,2
wmfschneider/CHE30324,4,33,9
KXStudio/Website,4,4,2
primefaces/primeng,316,2916,5862
kkaaii/c,1,0,1
gamerson/liferay-blade-samples,3,1,1
laixintao/myrc,4,14,55
icebreaker/dotfiles,1,2,6
hfp/libxsmm,50,99,405
osroom/osroom,31,215,532
quantumlib/Cirq,179,422,2245
BlackAndWhiteScallion/Night-of-Shooting-Stars,1,2,2
dvlproad/CJUIKit,3,8,24
Sailsman63/ArtOfIllusion,2,0,1
rockstor/rockstor-core,44,112,392
phillxnet/rockstor-core,1,0,0
Alexey-T/CudaText,33,55,343
exoplatform/platform-qa-ui,38,4,2
nikita36078/J2ME-Loader,59,111,670
worldforge/cyphesis,14,35,69
explosion/spaCy,565,2860,16086
peteihis/ArtOfIllusion,0,0,0
RTcmix/RTcmix,13,9,27
FreedomBen/rtl8188ce-linux-driver,38,99,374
IPGP/webobs,6,6,4
makiam/ArtOfIllusion,1,0,0
ArtOfIllusion/ArtOfIllusion,9,11,28
sony/nnabla,176,281,2313
josh-willis/pycbc,1,0,0
kaltura/kmc-ng,18,10,20
phacility/arcanist,120,344,590
shimat/opencvsharp,218,611,2269
ChugR/qpid-dispatch,1,0,0
green-vulcano/gv-engine,8,5,3
qbs/qbs,16,29,95
Laidout/laxkit,2,4,4
JacobCallahan/robottelo,1,0,0
EnFlexIT/AgentWorkbench,5,4,6
gg-net/dwoss,5,0,3
rvykydal/anaconda,1,0,0
rhinstaller/anaconda,42,196,273
cmaoling/portfolio,1,0,1
gammu/gammu,39,123,321
avancinirodrigo/terrame,1,0,1
ricardclau/packer,0,0,0
dave2/packer,1,0,0
TileDB-Inc/TileDB,52,83,601
smcameron/space-nerds-in-space,36,50,474
hyrise/hyrise,33,70,290
benkuper/Chataigne,21,12,130
nextflow-io/nextflow,74,239,1062
cgoconseils/XrmFramework,2,1,6
apache/parquet-mr,99,928,1047
StartupsPoleEmploi/labonneboite,5,7,32
tensorflow/lingvo,114,291,1938
lichinka/dotfiles,1,0,1
Povilas-Jablonskis/Space-Shooter,0,0,0
qtepics/qeframework,8,7,10
firebase/firebase-cpp-sdk,67,22,60
bhardesty/qpid-dispatch,1,0,0
VELA-CLARA-software/VELA-CLARA-Controllers,4,2,2
plaidml/plaidml,154,308,3279
mrakitin/sirepo,1,0,0
rocksaying/rocksaying.github.io,1,0,3
videntity/django-djmongo,20,2,23
cacheflowe/haxademic,12,21,116
jbossws/jbossws-cxf,4,28,6
JackWHLiu/jackknife,10,39,213
lailongwei/llbc,11,20,46
NativeScript/NativeScript,704,1369,18336
ia-toki/judgels,19,7,39
apache/deltaspike,35,119,125
im-in-space/mastodon,3,0,2
mirokuratczyk/psiphon-tunnel-core,1,0,0
csegames/CSE-UI,24,39,64
glitch-soc/mastodon,28,40,168
Lumeer/web-ui,5,18,9
zdavis/manifold,1,0,0
rod-hynes/psiphon-tunnel-core,2,0,3
EBISPOT/goci,12,16,14
Psiphon-Labs/psiphon-tunnel-core,79,165,502
lxc/lxd,194,604,2548
stgraber/lxd,2,0,3
pombase/canto,8,6,11
cdcapano/pycbc,1,0,1
vkarpov15/thecodebarbarian.com,8,43,107
erikdrysdale/erikdrysdale.github.io,0,2,0
stopstalk/stopstalk-deployment,9,65,206
jbroadway/elefant,28,40,180
klose911/klose911.github.io,1,1,0
swift-lang/swift-t,18,22,36
duplicati/duplicati,204,565,4911
INMOST-DEV/INMOST,13,5,13
irccloud/ios,24,88,237
googleapis/google-cloud-cpp,27,121,152
mihailim/Sigil,0,0,0
anthcor/dotfiles,1,0,0
iSLC/VCMP-SqMod,7,4,5
webanno/webanno,31,66,180
liquibase/liquibase,149,1189,2015
tidepool-org/platform,21,5,14
TeamSPoon/logicmoo_base,5,1,14
Indicia-Team/warehouse,10,2,3
ManifoldScholar/manifold,22,20,143
jacob1/The-Powder-Toy,7,8,39
StockSharp/StockSharp,394,951,2714
PopulateTools/gobierto,12,16,51
api-platform/core,79,492,1495
teohhanhui/api-platform-core,1,0,0
crnk-project/crnk-framework,20,109,186
metasfresh/metasfresh-webui-api,11,32,30
soyuka/core,2,0,1
JHierrot/openprodoc,7,6,26
cross-solution/YAWIK,15,48,80
libyal/libfsntfs,16,24,62
couchbase/indexing,13,29,27
Return-To-The-Roots/s25client,24,42,247
radiasoft/sirepo,20,22,36
vivo-project/VIVO,44,88,136
stefson/s25client,0,0,0
ngageoint/scale,33,46,98
dannyparsons/R-Instat,1,0,0
Patowhiz/R-Instat,0,0,0
mkeilman/sirepo,2,0,0
UXAspects/UXAspects,5,20,24
NicHub/ouilogique.com,1,0,0
InseeFr/Pogues,10,7,11
gravitee-io/gravitee-management-rest-api,9,90,81
t3framework/t3,74,169,283
cse-sim/cse,9,4,6
wellenvogel/avnav,10,4,18
IHTSDO/sct-browser-frontend,21,15,39
kbase/workspace_deluxe,8,13,1
jcaillon/3P,8,17,56
MrCreosote/workspace_deluxe,1,1,0
woodem/woo,11,15,21
Sigil-Ebook/Sigil,244,446,3199
kevinhendricks/Sigil,2,0,0
apple/swift-llbuild,143,151,757
bitshares/bitshares-ui,78,539,493
Volkanite/Push,4,9,17
archesproject/arches,25,78,119
jericson/jericson.github.io,2,1,3
SimpleITK/SimpleITK,24,117,327
InsightSoftwareConsortium/SimpleITK,13,0,6
uholeschak/ediabaslib,59,71,180
africanmathsinitiative/R-Instat,7,58,19
shadrackkibet/R-Instat,0,0,0
windup/windup,20,100,106
johnsteele/windup,1,0,1
dss-most/mstq,1,0,0
pietermartin/sqlg,8,40,174
kermitt2/grobid,79,225,971
maxwellfundi/R-Instat,1,1,0
ArturSierzant/OMPD,7,12,24
24eme/giilda,8,1,1
jenkinsci/blueocean-plugin,134,480,2635
avoorhis/vamps-node.js,3,1,1
ctripcorp/x-pipe,114,349,1075
smartdevicelink/sdl_ios,36,104,136
mweagle/Sparta,13,48,650
gpistoni/DomoticHome,1,0,0
itinero/routing,24,47,114
bobjervis/parasol,2,1,1
AdguardTeam/AdguardBrowserExtension,87,123,693
reportportal/service-ui,28,75,40
evil-morfar/RCLootCouncil2,5,9,12
gam17/QAD,6,2,6
lettuce-io/lettuce-core,210,553,3158
opensemanticsearch/solr-php-ui,9,19,19
chav1961/purelib,0,0,0
vinegret/youtube-dl,0,0,0
technologiescollege/Blockly-at-rduino,31,81,81
fstirlitz/youtube-dl,1,0,0
berkmancenter/mediacloud,26,61,151
cedrick-f/pySequence,4,8,10
kepasa-project/kepasa-feeds-aggregator,2,0,1
bosonbeard/Funny-models-and-scripts,2,6,4
xtingray/tupitube.desk,3,1,9
cmjatai/cmj,3,8,9
kythe/kythe,82,173,1413
typeorm/typeorm,310,2831,18198
andrerom/composer,0,0,0
sapk-fork/gitea,1,0,0
apache/spamassassin,24,49,161
unaio/jot-client-una,3,6,2
go-gitea/gitea,458,2204,19065
sshnet/SSH.NET,155,531,1881
IdeaSpaceVR/IdeaSpace,45,86,295
kwsch/PKHeX,108,313,1191
djog/dojo,18,7,3
ReignOfComputer/PKHeX,0,0,0
google/clusterfuzz,109,359,4159
cosurgi/trunk,1,0,1
kapilt/cloud-custodian,2,0,2
mesosphere/marathon,363,868,3943
tickinginstant/otwarchive,0,0,0
datawrapper/datawrapper,81,246,1052
mohlendo/mohlendo.github.com,1,0,2
yahoo/fili,34,72,133
KDE/akonadi,9,3,14
ariana-paris/otwarchive,1,0,1
zvebabi/Analizer_LED_ms_HT,1,0,0
paradajz/OpenDeck,35,23,159
alcohol/composer,0,0,0
ProjectSidewalk/SidewalkWebpage,18,10,43
jschwartzenberg/dosemu2,1,0,0
localheinz/composer,0,0,0
johnstevenson/composer,1,0,1
redsummernight/otwarchive,1,0,1
floverdevel/composer,1,0,0
ggfan/android-ndk,1,0,0
android/ndk-samples,559,3236,6954
composer/composer,623,5786,22647
jdcasey/indy,1,0,0
ligangty/indy,1,0,0
espressomd/espresso,22,134,108
pkreissl/espresso,1,0,0
KDE/kcontacts,2,0,4
ousnius/BodySlide-and-Outfit-Studio,30,45,155
bluescan/tacent,2,1,29
Commonjava/indy,9,24,19
sarken/otwarchive,1,0,1
otwcode/otwarchive,54,257,549
flexible-atomic-code/fac,12,27,28
opennode/waldur-mastermind,4,19,19
btcsuite/btcd,260,1506,3804
ctrlo/GADS,4,5,2
calipho-sib/nextprot-api,13,2,12
zhangdaiscott/jeecg-boot,501,3977,10574
wizmer/NeuroM,2,0,0
wolfiex/DSMACC-testing,0,2,1
BlueBrain/NeuroM,19,36,50
tomaszmrugalski/dibbler,16,39,71
att/XACML,25,66,122
EMResearch/EMB,5,2,3
mediagit2016/workcamp-maschinelles-lernen-grundlagen,3,3,2
paulmey/packer,1,0,1
qguv/config,1,0,1
jonahadkins/jonahadkins.github.io,2,2,1
iteratec/OpenSpeedMonitor,15,25,115
kinverarity1/lasio,29,86,172
payday-restoration/restoration-mod,11,20,15
jeddict/jeddict,39,38,345
phac-nml/irida,11,19,26
prateekpandey14/maya,0,0,0
brendangregg/bcc,10,8,43
mybb/mybb,100,347,667
rsdn/nitra,43,10,131
hashicorp/packer,406,2737,9927
ondrej-fabry/vpp-agent,1,0,0
isogeo/isogeo-plugin-qgis,9,3,9
l0k1/naev,0,0,0
eprintsug/ulcc-core,15,3,3
schnaader/precomp-cpp,23,29,129
ftilmann/latexdiff,12,44,244
adityahase/frappe,1,0,0
georchestra/georchestra,30,80,64
buddhi1980/mandelbulber2,43,73,433
broadinstitute/picard,154,290,546
opencb/biodata,18,27,21
buildaworldnet/IrrlichtBAW,14,23,68
frappe/frappe,166,1159,1477
tsuru/tsuru,206,445,3289
MicBosi/VisualizationLibrary,30,55,210
DISTORTEC/distortos,45,57,301
dmilith/SublimeText3-dmilith,1,0,0
lino-framework/xl,3,3,1
CSD-Public/stonix,19,12,56
IsuraD/identity-inbound-auth-oauth,1,0,0
aleju/imgaug,214,1662,8407
thunderhoser/GewitterGefahr,4,4,11
CRPropa/CRPropa3,12,35,29
libvips/libvips,116,351,4042
openstack/octavia,24,113,120
iftodebogdan/GITechDemo,2,0,17
EricWittmann/apiman,0,0,0
apiman/apiman,64,252,529
dotnet/docfx,143,545,2138
labordynamicsinstitute/qwi_schemas,3,6,1
duftler/orca,1,0,0
fweik/espresso,2,1,1
DavidGriffith/daphne,4,3,16
Heiner1/MyAAPS,0,0,0
seek4science/seek,15,31,31
